ukia_uri,ukia_year,ukia_number,legislation_uri
http://www.legislation.gov.uk/id/ukia/2013/108,2013,108,http://www.legislation.gov.uk/id/uksi/2013/1959
http://www.legislation.gov.uk/id/ukia/2013/99,2013,99,
http://www.legislation.gov.uk/id/ukia/2008/258,2008,258,http://www.legislation.gov.uk/id/uksi/2009/575
http://www.legislation.gov.uk/id/ukia/2010/395,2010,395,http://www.legislation.gov.uk/id/ukdsi/2011/9780111505632
http://www.legislation.gov.uk/id/ukia/2015/266,2015,266,http://www.legislation.gov.uk/id/uksi/2014/3283
http://www.legislation.gov.uk/id/ukia/2011/604,2011,604,
http://www.legislation.gov.uk/id/ukia/2013/73,2013,73,http://www.legislation.gov.uk/id/ukdsi/2013/9780111101223
http://www.legislation.gov.uk/id/ukia/2011/327,2011,327,http://www.legislation.gov.uk/id/ukdsi/2011/9780111515037
http://www.legislation.gov.uk/id/ukia/2014/417,2014,417,http://www.legislation.gov.uk/id/uksi/2015/597
http://www.legislation.gov.uk/id/ukia/2012/67,2012,67,http://www.legislation.gov.uk/id/uksi/2012/829
http://www.legislation.gov.uk/id/ukia/2013/130,2013,130,http://www.legislation.gov.uk/id/uksi/2013/2215
http://www.legislation.gov.uk/id/ukia/2008/280,2008,280,
http://www.legislation.gov.uk/id/ukia/2012/41,2012,41,http://www.legislation.gov.uk/id/uksi/2012/2932
http://www.legislation.gov.uk/id/ukia/2009/212,2009,212,
http://www.legislation.gov.uk/id/ukia/2012/359,2012,359,http://www.legislation.gov.uk/id/uksi/2012/1909
http://www.legislation.gov.uk/id/ukia/2016/220,2016,220,http://www.legislation.gov.uk/id/uksi/2016/1091
http://www.legislation.gov.uk/id/ukia/2013/1049,2013,1049,http://www.legislation.gov.uk/id/ukpga/2013/24
http://www.legislation.gov.uk/id/ukia/2011/35,2011,35,
http://www.legislation.gov.uk/id/ukia/2010/223,2010,223,
http://www.legislation.gov.uk/id/ukia/2022/102,2022,102,http://www.legislation.gov.uk/id/ukdsi/2022/9780348242973
http://www.legislation.gov.uk/id/ukia/2020/75,2020,75,http://www.legislation.gov.uk/id/uksi/2020/1221
http://www.legislation.gov.uk/id/ukia/2010/29,2010,29,http://www.legislation.gov.uk/id/uksi/2010/917
http://www.legislation.gov.uk/id/ukia/2019/28,2019,28,http://www.legislation.gov.uk/id/ukdsi/2018/9780111176214
http://www.legislation.gov.uk/id/ukia/2008/186,2008,186,
http://www.legislation.gov.uk/id/ukia/2012/5,2012,5,
http://www.legislation.gov.uk/id/ukia/2015/194,2015,194,http://www.legislation.gov.uk/id/uksi/2015/891
http://www.legislation.gov.uk/id/ukia/2011/532,2011,532,http://www.legislation.gov.uk/id/uksi/2011/1209
http://www.legislation.gov.uk/id/ukia/2009/118,2009,118,
http://www.legislation.gov.uk/id/ukia/2011/255,2011,255,
http://www.legislation.gov.uk/id/ukia/2016/126,2016,126,http://www.legislation.gov.uk/id/nisr/2016/226
http://www.legislation.gov.uk/id/ukia/2013/1013,2013,1013,http://www.legislation.gov.uk/id/ukdsi/2013/9780111533598
http://www.legislation.gov.uk/id/ukia/2023/134,2023,134,http://www.legislation.gov.uk/id/nisr/2023/170
http://www.legislation.gov.uk/id/ukia/2014/345,2014,345,http://www.legislation.gov.uk/id/uksi/2014/3051
http://www.legislation.gov.uk/id/ukia/2010/406,2010,406,http://www.legislation.gov.uk/id/uksi/2010/2911
http://www.legislation.gov.uk/id/ukia/2013/1171,2013,1171,http://www.legislation.gov.uk/id/uksi/2013/950
http://www.legislation.gov.uk/id/ukia/2012/91,2012,91,
http://www.legislation.gov.uk/id/ukia/2010/129,2010,129,
http://www.legislation.gov.uk/id/ukia/2009/140,2009,140,
http://www.legislation.gov.uk/id/ukia/2012/287,2012,287,
http://www.legislation.gov.uk/id/ukia/2017/158,2017,158,http://www.legislation.gov.uk/id/uksi/2017/1093
http://www.legislation.gov.uk/id/ukia/2024/166,2024,166,http://www.legislation.gov.uk/id/ukdsi/2024/9780348266047
http://www.legislation.gov.uk/id/ukia/2013/219,2013,219,http://www.legislation.gov.uk/id/uksi/2013/3134
http://www.legislation.gov.uk/id/ukia/2011/85,2011,85,
http://www.legislation.gov.uk/id/ukia/2011/438,2011,438,http://www.legislation.gov.uk/id/uksi/2011/2937
http://www.legislation.gov.uk/id/ukia/2010/151,2010,151,http://www.legislation.gov.uk/id/uksi/2010/903
http://www.legislation.gov.uk/id/ukia/2010/79,2010,79,http://www.legislation.gov.uk/id/uksi/2010/430
http://www.legislation.gov.uk/id/ukia/2022/5,2022,5,http://www.legislation.gov.uk/id/uksi/2022/8
http://www.legislation.gov.uk/id/ukia/2019/78,2019,78,http://www.legislation.gov.uk/id/uksi/2019/479
http://www.legislation.gov.uk/id/ukia/2017/180,2017,180,http://www.legislation.gov.uk/id/uksi/2017/1238
http://www.legislation.gov.uk/id/ukia/2025/198,2025,198,http://www.legislation.gov.uk/id/uksi/2025/1031
http://www.legislation.gov.uk/id/ukia/2010/53,2010,53,http://www.legislation.gov.uk/id/uksi/2010/404
http://www.legislation.gov.uk/id/ukia/2013/241,2013,241,
http://www.legislation.gov.uk/id/ukia/2018/112,2018,112,http://www.legislation.gov.uk/id/ukdsi/2018/9780111171646
http://www.legislation.gov.uk/id/ukia/2019/52,2019,52,http://www.legislation.gov.uk/id/ukdsi/2019/9780111179024
http://www.legislation.gov.uk/id/ukia/2025/120,2025,120,http://www.legislation.gov.uk/id/uksi/2025/688
http://www.legislation.gov.uk/id/ukia/2009/323,2009,323,
http://www.legislation.gov.uk/id/ukia/2011/460,2011,460,http://www.legislation.gov.uk/id/uksi/2012/308
http://www.legislation.gov.uk/id/ukia/2011/183,2011,183,
http://www.legislation.gov.uk/id/ukia/2018/46,2018,46,http://www.legislation.gov.uk/id/ukdsi/2018/9780111166734
http://www.legislation.gov.uk/id/ukia/2012/115,2012,115,
http://www.legislation.gov.uk/id/ukia/2018/20,2018,20,http://www.legislation.gov.uk/id/ukdsi/2018/9780111164907
http://www.legislation.gov.uk/id/ukia/2014/273,2014,273,http://www.legislation.gov.uk/id/uksi/2014/2359
http://www.legislation.gov.uk/id/ukia/2019/144,2019,144,http://www.legislation.gov.uk/id/uksi/2019/1218
http://www.legislation.gov.uk/id/ukia/2010/334,2010,334,http://www.legislation.gov.uk/id/uksi/2010/404
http://www.legislation.gov.uk/id/ukia/2015/205,2015,205,http://www.legislation.gov.uk/id/uksi/2015/922
http://www.legislation.gov.uk/id/ukia/2013/147,2013,147,http://www.legislation.gov.uk/id/uksi/2013/2619
http://www.legislation.gov.uk/id/ukia/2008/297,2008,297,
http://www.legislation.gov.uk/id/ukia/2011/643,2011,643,http://www.legislation.gov.uk/id/uksi/2011/409
http://www.legislation.gov.uk/id/ukia/2009/229,2009,229,
http://www.legislation.gov.uk/id/ukia/2011/366,2011,366,http://www.legislation.gov.uk/id/uksi/2011/1659
http://www.legislation.gov.uk/id/ukia/2016/237,2016,237,http://www.legislation.gov.uk/id/uksi/2016/1152
http://www.legislation.gov.uk/id/ukia/2009/56,2009,56,
http://www.legislation.gov.uk/id/ukia/2025/48,2025,48,http://www.legislation.gov.uk/id/uksi/2012/1715
http://www.legislation.gov.uk/id/ukia/2014/179,2014,179,http://www.legislation.gov.uk/id/ukdsi/2014/9780111116777
http://www.legislation.gov.uk/id/ukia/2014/101,2014,101,http://www.legislation.gov.uk/id/ukdsi/2014/9780111112731
http://www.legislation.gov.uk/id/ukia/2009/30,2009,30,http://www.legislation.gov.uk/id/uksi/2009/788
http://www.legislation.gov.uk/id/ukia/2025/22,2025,22,http://www.legislation.gov.uk/id/ukdsi/2025/9780348267976
http://www.legislation.gov.uk/id/ukia/2009/251,2009,251,
http://www.legislation.gov.uk/id/ukia/2013/1142,2013,1142,http://www.legislation.gov.uk/id/uksi/2013/574
http://www.legislation.gov.uk/id/ukia/2018/96,2018,96,http://www.legislation.gov.uk/id/ukdsi/2018/9780111170298
http://www.legislation.gov.uk/id/ukia/2012/398,2012,398,http://www.legislation.gov.uk/id/uksi/2012/2608
http://www.legislation.gov.uk/id/ukia/2012/320,2012,320,http://www.legislation.gov.uk/id/ukdsi/2012/9780111530146
http://www.legislation.gov.uk/id/ukia/2018/70,2018,70,http://www.legislation.gov.uk/id/ukdsi/2018/9780111168523
http://www.legislation.gov.uk/id/ukia/2008/24,2008,24,
http://www.legislation.gov.uk/id/ukia/2024/16,2024,16,http://www.legislation.gov.uk/id/uksi/2024/55
http://www.legislation.gov.uk/id/ukia/2011/549,2011,549,
http://www.legislation.gov.uk/id/ukia/2008/125,2008,125,http://www.legislation.gov.uk/id/uksi/2008/1941
http://www.legislation.gov.uk/id/ukia/2010/262,2010,262,
http://www.legislation.gov.uk/id/ukia/2015/133,2015,133,http://www.legislation.gov.uk/id/uksi/2015/501
http://www.legislation.gov.uk/id/ukia/2017/64,2017,64,http://www.legislation.gov.uk/id/uksi/2017/267
http://www.legislation.gov.uk/id/ukia/2007/18,2007,18,
http://www.legislation.gov.uk/id/ukia/2016/58,2016,58,http://www.legislation.gov.uk/id/ukdsi/2016/9780111144787
http://www.legislation.gov.uk/id/ukia/2011/571,2011,571,
http://www.legislation.gov.uk/id/ukia/2009/157,2009,157,http://www.legislation.gov.uk/id/uksi/2009/1677
http://www.legislation.gov.uk/id/ukia/2011/294,2011,294,
http://www.legislation.gov.uk/id/ukia/2016/165,2016,165,http://www.legislation.gov.uk/id/ukdsi/2016/9780111148044
http://www.legislation.gov.uk/id/ukia/2016/32,2016,32,http://www.legislation.gov.uk/id/ukdsi/2016/9780111143773
http://www.legislation.gov.uk/id/ukia/2023/173,2023,173,http://www.legislation.gov.uk/id/uksi/2023/1321
http://www.legislation.gov.uk/id/ukia/2012/226,2012,226,
http://www.legislation.gov.uk/id/ukia/2024/105,2024,105,http://www.legislation.gov.uk/id/uksi/2024/696
http://www.legislation.gov.uk/id/ukia/2025/98,2025,98,http://www.legislation.gov.uk/id/uksi/2014/2833
http://www.legislation.gov.uk/id/ukia/2014/384,2014,384,http://www.legislation.gov.uk/id/uksi/2014/3302
http://www.legislation.gov.uk/id/ukia/2008/308,2008,308,http://www.legislation.gov.uk/id/uksi/2008/3021
http://www.legislation.gov.uk/id/ukia/2009/80,2009,80,
http://www.legislation.gov.uk/id/ukia/2010/445,2010,445,
http://www.legislation.gov.uk/id/ukia/2025/72,2025,72,http://www.legislation.gov.uk/id/ukdsi/2025/9780348270983
http://www.legislation.gov.uk/id/ukia/2015/26,2015,26,http://www.legislation.gov.uk/id/uksi/2015/26
http://www.legislation.gov.uk/id/ukia/2010/168,2010,168,
http://www.legislation.gov.uk/id/ukia/2006/1,2006,1,
http://www.legislation.gov.uk/id/ukia/2007/6,2007,6,
http://www.legislation.gov.uk/id/ukia/2008/74,2008,74,
http://www.legislation.gov.uk/id/ukia/2013/258,2013,258,http://www.legislation.gov.uk/id/ukdsi/2014/9780111121559
http://www.legislation.gov.uk/id/ukia/2018/129,2018,129,http://www.legislation.gov.uk/id/uksi/2018/1055
http://www.legislation.gov.uk/id/ukia/2024/66,2024,66,http://www.legislation.gov.uk/id/uksi/2018/901
http://www.legislation.gov.uk/id/ukia/2025/137,2025,137,http://www.legislation.gov.uk/id/uksi/2020/94
http://www.legislation.gov.uk/id/ukia/2013/1149,2013,1149,http://www.legislation.gov.uk/id/uksi/2013/618
http://www.legislation.gov.uk/id/ukia/2008/330,2008,330,
http://www.legislation.gov.uk/id/ukia/2024/40,2024,40,http://www.legislation.gov.uk/id/ukdsi/2024/9780348258042
http://www.legislation.gov.uk/id/ukia/2011/477,2011,477,http://www.legislation.gov.uk/id/uksi/2012/813
http://www.legislation.gov.uk/id/ukia/2010/190,2010,190,
http://www.legislation.gov.uk/id/ukia/2012/409,2012,409,http://www.legislation.gov.uk/id/uksi/2012/2806
http://www.legislation.gov.uk/id/ukia/2011/122,2011,122,
http://www.legislation.gov.uk/id/ukia/2023/34,2023,34,http://www.legislation.gov.uk/id/nisr/2023/33
http://www.legislation.gov.uk/id/ukia/2018/151,2018,151,http://www.legislation.gov.uk/id/ukdsi/2018/9780111174050
http://www.legislation.gov.uk/id/ukia/2014/212,2014,212,http://www.legislation.gov.uk/id/ukdsi/2014/9780111117675
http://www.legislation.gov.uk/id/ukia/2016/82,2016,82,http://www.legislation.gov.uk/id/uksi/2016/340
http://www.legislation.gov.uk/id/ukia/2022/28,2022,28,http://www.legislation.gov.uk/id/uksi/2022/295
http://www.legislation.gov.uk/id/ukia/2012/431,2012,431,http://www.legislation.gov.uk/id/uksi/2012/3032
http://www.legislation.gov.uk/id/ukia/2016/1,2016,1,http://www.legislation.gov.uk/id/ukdsi/2016/9780111140666
http://www.legislation.gov.uk/id/ukia/2013/1113,2013,1113,http://www.legislation.gov.uk/id/uksi/2013/384
http://www.legislation.gov.uk/id/ukia/2012/154,2012,154,
http://www.legislation.gov.uk/id/ukia/2017/6,2017,6,http://www.legislation.gov.uk/id/ukdsi/2017/9780111151952
http://www.legislation.gov.uk/id/ukia/2015/76,2015,76,http://www.legislation.gov.uk/id/uksi/2015/178
http://www.legislation.gov.uk/id/ukia/2008/236,2008,236,
http://www.legislation.gov.uk/id/ukia/2012/2020,2012,2020,
http://www.legislation.gov.uk/id/ukia/2010/373,2010,373,http://www.legislation.gov.uk/id/uksi/2010/1655
http://www.legislation.gov.uk/id/ukia/2015/244,2015,244,http://www.legislation.gov.uk/id/ukdsi/2015/9780111137000
http://www.legislation.gov.uk/id/ukia/2015/50,2015,50,http://www.legislation.gov.uk/id/uksi/2015/63
http://www.legislation.gov.uk/id/ukia/2013/186,2013,186,http://www.legislation.gov.uk/id/uksi/2013/2897
http://www.legislation.gov.uk/id/ukia/2014/118,2014,118,http://www.legislation.gov.uk/id/uksi/2014/877
http://www.legislation.gov.uk/id/ukia/2024/90,2024,90,http://www.legislation.gov.uk/id/uksi/2024/645
http://www.legislation.gov.uk/id/ukia/2009/268,2009,268,http://www.legislation.gov.uk/id/uksi/2009/2824
http://www.legislation.gov.uk/id/ukia/2012/337,2012,337,http://www.legislation.gov.uk/id/uksi/2012/1688
http://www.legislation.gov.uk/id/ukia/2024/216,2024,216,http://www.legislation.gov.uk/id/uksi/2005/894
http://www.legislation.gov.uk/id/ukia/2023/84,2023,84,http://www.legislation.gov.uk/id/ukdsi/2023/9780348250220
http://www.legislation.gov.uk/id/ukia/2013/38,2013,38,http://www.legislation.gov.uk/id/ukdsi/2013/9780111100318
http://www.legislation.gov.uk/id/ukia/2010/279,2010,279,
http://www.legislation.gov.uk/id/ukia/2014/140,2014,140,http://www.legislation.gov.uk/id/ukdsi/2014/9780111114483
http://www.legislation.gov.uk/id/ukia/2010/201,2010,201,
http://www.legislation.gov.uk/id/ukia/2009/290,2009,290,
http://www.legislation.gov.uk/id/ukia/2022/52,2022,52,http://www.legislation.gov.uk/id/ukdsi/2022/9780348235791
http://www.legislation.gov.uk/id/ukia/2011/588,2011,588,
http://www.legislation.gov.uk/id/ukia/2008/164,2008,164,http://www.legislation.gov.uk/id/uksi/2008/1751
http://www.legislation.gov.uk/id/ukia/2015/172,2015,172,http://www.legislation.gov.uk/id/uksi/2015/627
http://www.legislation.gov.uk/id/ukia/2011/510,2011,510,http://www.legislation.gov.uk/id/ukdsi/2011/9780111512265
http://www.legislation.gov.uk/id/ukia/2021/46,2021,46,http://www.legislation.gov.uk/id/ukdsi/2021/9780348224856
http://www.legislation.gov.uk/id/ukia/2011/233,2011,233,
http://www.legislation.gov.uk/id/ukia/2023/112,2023,112,http://www.legislation.gov.uk/id/ukdsi/2023/9780348251166
http://www.legislation.gov.uk/id/ukia/2012/2027,2012,2027,http://www.legislation.gov.uk/id/uksi/2012/1844
http://www.legislation.gov.uk/id/ukia/2021/20,2021,20,http://www.legislation.gov.uk/id/uksi/2021/508
http://www.legislation.gov.uk/id/ukia/2014/94,2014,94,http://www.legislation.gov.uk/id/uksi/2014/784
http://www.legislation.gov.uk/id/ukia/2014/323,2014,323,http://www.legislation.gov.uk/id/ukdsi/2014/9780111123034
http://www.legislation.gov.uk/id/ukia/2010/107,2010,107,
http://www.legislation.gov.uk/id/ukia/2009/196,2009,196,
http://www.legislation.gov.uk/id/ukia/2020/14,2020,14,http://www.legislation.gov.uk/id/ukdsi/2020/9780111193419
http://www.legislation.gov.uk/id/ukia/2013/88,2013,88,http://www.legislation.gov.uk/id/uksi/2013/985
http://www.legislation.gov.uk/id/ukia/2012/265,2012,265,
http://www.legislation.gov.uk/id/ukia/2017/136,2017,136,http://www.legislation.gov.uk/id/uksi/2017/899
http://www.legislation.gov.uk/id/ukia/2024/144,2024,144,http://www.legislation.gov.uk/id/nidsr/2024/9780338023667
http://www.legislation.gov.uk/id/ukia/2008/347,2008,347,http://www.legislation.gov.uk/id/uksi/2009/1502
http://www.legislation.gov.uk/id/ukia/2013/62,2013,62,http://www.legislation.gov.uk/id/ukdsi/2013/9780111101100
http://www.legislation.gov.uk/id/ukia/2010/484,2010,484,http://www.legislation.gov.uk/id/uksi/2010/2849
http://www.legislation.gov.uk/id/ukia/2011/416,2011,416,http://www.legislation.gov.uk/id/uksi/2011/2675
http://www.legislation.gov.uk/id/ukia/2011/139,2011,139,
http://www.legislation.gov.uk/id/ukia/2013/1082,2013,1082,http://www.legislation.gov.uk/id/uksi/2013/1165
http://www.legislation.gov.uk/id/ukia/2012/56,2012,56,http://www.legislation.gov.uk/id/ukdsi/2012/9780111525807
http://www.legislation.gov.uk/id/ukia/2018/168,2018,168,http://www.legislation.gov.uk/id/uksi/2018/1318
http://www.legislation.gov.uk/id/ukia/2025/176,2025,176,http://www.legislation.gov.uk/id/uksi/2003/3049
http://www.legislation.gov.uk/id/ukia/2014/229,2014,229,http://www.legislation.gov.uk/id/uksi/2014/1887
http://www.legislation.gov.uk/id/ukia/2012/30,2012,30,
http://www.legislation.gov.uk/id/ukia/2021/96,2021,96,http://www.legislation.gov.uk/id/uksi/2021/1450
http://www.legislation.gov.uk/id/ukia/2009/301,2009,301,
http://www.legislation.gov.uk/id/ukia/2011/161,2011,161,
http://www.legislation.gov.uk/id/ukia/2021/70,2021,70,http://www.legislation.gov.uk/id/uksi/2021/1070
http://www.legislation.gov.uk/id/ukia/2011/24,2011,24,
http://www.legislation.gov.uk/id/ukia/2018/190,2018,190,http://www.legislation.gov.uk/id/uksi/2019/196
http://www.legislation.gov.uk/id/ukia/2014/251,2014,251,http://www.legislation.gov.uk/id/uksi/2014/2014
http://www.legislation.gov.uk/id/ukia/2019/122,2019,122,http://www.legislation.gov.uk/id/uksi/2019/879
http://www.legislation.gov.uk/id/ukia/2010/312,2010,312,
http://www.legislation.gov.uk/id/ukia/2020/64,2020,64,http://www.legislation.gov.uk/id/uksi/2020/1093
http://www.legislation.gov.uk/id/ukia/2010/18,2010,18,
http://www.legislation.gov.uk/id/ukia/2019/17,2019,17,http://www.legislation.gov.uk/id/ukdsi/2019/9780111179260
http://www.legislation.gov.uk/id/ukia/2012/193,2012,193,
http://www.legislation.gov.uk/id/ukia/2013/125,2013,125,http://www.legislation.gov.uk/id/uksi/2013/2014
http://www.legislation.gov.uk/id/ukia/2008/275,2008,275,
http://www.legislation.gov.uk/id/ukia/2015/283,2015,283,http://www.legislation.gov.uk/id/uksi/2015/1730
http://www.legislation.gov.uk/id/ukia/2011/621,2011,621,http://www.legislation.gov.uk/id/uksi/2011/1069
http://www.legislation.gov.uk/id/ukia/2009/207,2009,207,http://www.legislation.gov.uk/id/ukdsi/2010/9780111492390
http://www.legislation.gov.uk/id/ukia/2011/344,2011,344,http://www.legislation.gov.uk/id/ukdsi/2012/9780111519967
http://www.legislation.gov.uk/id/ukia/2016/215,2016,215,http://www.legislation.gov.uk/id/uksi/2016/1073
http://www.legislation.gov.uk/id/ukia/2012/80,2012,80,http://www.legislation.gov.uk/id/uksi/2012/1426
http://www.legislation.gov.uk/id/ukia/2013/1089,2013,1089,http://www.legislation.gov.uk/id/uksi/2013/1403
http://www.legislation.gov.uk/id/ukia/2014/157,2014,157,http://www.legislation.gov.uk/id/uksi/2014/1372
http://www.legislation.gov.uk/id/ukia/2010/218,2010,218,
http://www.legislation.gov.uk/id/ukia/2012/376,2012,376,http://www.legislation.gov.uk/id/uksi/2012/2257
http://www.legislation.gov.uk/id/ukia/2011/74,2011,74,
http://www.legislation.gov.uk/id/ukia/2015/189,2015,189,http://www.legislation.gov.uk/id/uksi/2015/879
http://www.legislation.gov.uk/id/ukia/2011/527,2011,527,http://www.legislation.gov.uk/id/uksi/2011/564
http://www.legislation.gov.uk/id/ukia/2010/68,2010,68,
http://www.legislation.gov.uk/id/ukia/2008/103,2008,103,
http://www.legislation.gov.uk/id/ukia/2019/67,2019,67,http://www.legislation.gov.uk/id/uksi/2019/394
http://www.legislation.gov.uk/id/ukia/2010/240,2010,240,
http://www.legislation.gov.uk/id/ukia/2015/111,2015,111,http://www.legislation.gov.uk/id/uksi/2015/118
http://www.legislation.gov.uk/id/ukia/2023/129,2023,129,http://www.legislation.gov.uk/id/nisr/2023/165
http://www.legislation.gov.uk/id/ukia/2010/42,2010,42,
http://www.legislation.gov.uk/id/ukia/2019/41,2019,41,http://www.legislation.gov.uk/id/ukdsi/2019/9780111178416
http://www.legislation.gov.uk/id/ukia/2013/1053,2013,1053,http://www.legislation.gov.uk/id/ukpga/2013/24
http://www.legislation.gov.uk/id/ukia/2011/5,2011,5,
http://www.legislation.gov.uk/id/ukia/2009/135,2009,135,
http://www.legislation.gov.uk/id/ukia/2011/272,2011,272,
http://www.legislation.gov.uk/id/ukia/2016/143,2016,143,http://www.legislation.gov.uk/id/uksi/2016/621
http://www.legislation.gov.uk/id/ukia/2023/151,2023,151,http://www.legislation.gov.uk/id/ukdsi/2023/9780348253269
http://www.legislation.gov.uk/id/ukia/2012/204,2012,204,
http://www.legislation.gov.uk/id/ukia/2014/362,2014,362,http://www.legislation.gov.uk/id/uksi/2014/3097
http://www.legislation.gov.uk/id/ukia/2017/29,2017,29,http://www.legislation.gov.uk/id/ukdsi/2017/9780111153482
http://www.legislation.gov.uk/id/ukia/2010/423,2010,423,http://www.legislation.gov.uk/id/uksi/2011/695
http://www.legislation.gov.uk/id/ukia/2010/146,2010,146,
http://www.legislation.gov.uk/id/ukia/2017/175,2017,175,http://www.legislation.gov.uk/id/uksi/2017/1289
http://www.legislation.gov.uk/id/ukia/2024/183,2024,183,http://www.legislation.gov.uk/id/nisr/2024/211
http://www.legislation.gov.uk/id/ukia/2013/236,2013,236,http://www.legislation.gov.uk/id/uksi/2013/3239
http://www.legislation.gov.uk/id/ukia/2018/107,2018,107,http://www.legislation.gov.uk/id/uksi/2018/837
http://www.legislation.gov.uk/id/ukia/2025/115,2025,115,http://www.legislation.gov.uk/id/uksi/2025/667
http://www.legislation.gov.uk/id/ukia/2009/318,2009,318,
http://www.legislation.gov.uk/id/ukia/2021/5,2021,5,http://www.legislation.gov.uk/id/uksi/2021/127
http://www.legislation.gov.uk/id/ukia/2011/455,2011,455,http://www.legislation.gov.uk/id/uksi/2012/293
http://www.legislation.gov.uk/id/ukia/2011/178,2011,178,
http://www.legislation.gov.uk/id/ukia/2010/92,2010,92,
http://www.legislation.gov.uk/id/ukia/2019/91,2019,91,http://www.legislation.gov.uk/id/uksi/2019/572
http://www.legislation.gov.uk/id/ukia/2009/45,2009,45,
http://www.legislation.gov.uk/id/ukia/2011/100,2011,100,
http://www.legislation.gov.uk/id/ukia/2025/37,2025,37,http://www.legislation.gov.uk/id/uksi/2020/552
http://www.legislation.gov.uk/id/ukia/2014/268,2014,268,http://www.legislation.gov.uk/id/uksi/2014/2216
http://www.legislation.gov.uk/id/ukia/2019/139,2019,139,http://www.legislation.gov.uk/id/uksi/2019/1126
http://www.legislation.gov.uk/id/ukia/2010/329,2010,329,http://www.legislation.gov.uk/id/uksi/2010/460
http://www.legislation.gov.uk/id/ukia/2018/85,2018,85,http://www.legislation.gov.uk/id/uksi/2018/616
http://www.legislation.gov.uk/id/ukia/2008/39,2008,39,
http://www.legislation.gov.uk/id/ukia/2009/340,2009,340,
http://www.legislation.gov.uk/id/ukia/2008/13,2008,13,
http://www.legislation.gov.uk/id/ukia/2012/132,2012,132,
http://www.legislation.gov.uk/id/ukia/2017/79,2017,79,http://www.legislation.gov.uk/id/uksi/2017/420
http://www.legislation.gov.uk/id/ukia/2014/290,2014,290,http://www.legislation.gov.uk/id/uksi/2014/2557
http://www.legislation.gov.uk/id/ukia/2011/638,2011,638,http://www.legislation.gov.uk/id/uksi/2011/300
http://www.legislation.gov.uk/id/ukia/2019/161,2019,161,http://www.legislation.gov.uk/id/uksi/2019/1396
http://www.legislation.gov.uk/id/ukia/2008/214,2008,214,
http://www.legislation.gov.uk/id/ukia/2017/53,2017,53,http://www.legislation.gov.uk/id/uksi/2017/138
http://www.legislation.gov.uk/id/ukia/2010/351,2010,351,http://www.legislation.gov.uk/id/uksi/2011/2305
http://www.legislation.gov.uk/id/ukia/2015/222,2015,222,http://www.legislation.gov.uk/id/uksi/2015/966
http://www.legislation.gov.uk/id/ukia/2016/47,2016,47,http://www.legislation.gov.uk/id/nisr/2016/55
http://www.legislation.gov.uk/id/ukia/2013/164,2013,164,http://www.legislation.gov.uk/id/uksi/2013/2734
http://www.legislation.gov.uk/id/ukia/2013/1024,2013,1024,http://www.legislation.gov.uk/id/ukdsi/2013/9780111534106
http://www.legislation.gov.uk/id/ukia/2011/660,2011,660,http://www.legislation.gov.uk/id/uksi/2011/934
http://www.legislation.gov.uk/id/ukia/2009/246,2009,246,http://www.legislation.gov.uk/id/uksi/2010/865
http://www.legislation.gov.uk/id/ukia/2016/21,2016,21,http://www.legislation.gov.uk/id/ukdsi/2016/9780111143025
http://www.legislation.gov.uk/id/ukia/2011/383,2011,383,http://www.legislation.gov.uk/id/uksi/2011/2015
http://www.legislation.gov.uk/id/ukia/2009/95,2009,95,http://www.legislation.gov.uk/id/uksi/2009/782
http://www.legislation.gov.uk/id/ukia/2025/87,2025,87,http://www.legislation.gov.uk/id/ukdsi/2025/9780348271577
http://www.legislation.gov.uk/id/ukia/2012/315,2012,315,http://www.legislation.gov.uk/id/ukdsi/2012/9780111526750
http://www.legislation.gov.uk/id/ukia/2025/61,2025,61,http://www.legislation.gov.uk/id/uksi/2016/614
http://www.legislation.gov.uk/id/ukia/2014/196,2014,196,http://www.legislation.gov.uk/id/uksi/2014/1663
http://www.legislation.gov.uk/id/ukia/2008/89,2008,89,
http://www.legislation.gov.uk/id/ukia/2010/257,2010,257,
http://www.legislation.gov.uk/id/ukia/2015/128,2015,128,
http://www.legislation.gov.uk/id/ukia/2008/63,2008,63,
http://www.legislation.gov.uk/id/ukia/2024/55,2024,55,http://www.legislation.gov.uk/id/uksi/2024/352
http://www.legislation.gov.uk/id/ukia/2011/566,2011,566,
http://www.legislation.gov.uk/id/ukia/2023/49,2023,49,http://www.legislation.gov.uk/id/nisr/2023/70
http://www.legislation.gov.uk/id/ukia/2008/142,2008,142,
http://www.legislation.gov.uk/id/ukia/2011/289,2011,289,
http://www.legislation.gov.uk/id/ukia/2015/150,2015,150,http://www.legislation.gov.uk/id/uksi/2015/625
http://www.legislation.gov.uk/id/ukia/2023/168,2023,168,http://www.legislation.gov.uk/id/ukdsi/2023/9780348253368
http://www.legislation.gov.uk/id/ukia/2007/31,2007,31,
http://www.legislation.gov.uk/id/ukia/2011/211,2011,211,
http://www.legislation.gov.uk/id/ukia/2023/23,2023,23,http://www.legislation.gov.uk/id/uksi/2023/10
http://www.legislation.gov.uk/id/ukia/2016/97,2016,97,http://www.legislation.gov.uk/id/uksi/2016/475
http://www.legislation.gov.uk/id/ukia/2014/379,2014,379,http://www.legislation.gov.uk/id/uksi/2014/3271
