ukia_uri,ukia_year,ukia_number,legislation_uri
http://www.legislation.gov.uk/id/ukia/2014/228,2014,228,http://www.legislation.gov.uk/id/uksi/2014/1855
http://www.legislation.gov.uk/id/ukia/2009/300,2009,300,
http://www.legislation.gov.uk/id/ukia/2012/447,2012,447,http://www.legislation.gov.uk/id/uksi/2013/1675
http://www.legislation.gov.uk/id/ukia/2013/1147,2013,1147,http://www.legislation.gov.uk/id/uksi/2013/603
http://www.legislation.gov.uk/id/ukia/2016/17,2016,17,http://www.legislation.gov.uk/id/ukdsi/2016/9780111142998
http://www.legislation.gov.uk/id/ukia/2011/160,2011,160,
http://www.legislation.gov.uk/id/ukia/2010/389,2010,389,http://www.legislation.gov.uk/id/ukdsi/2010/9780111491027
http://www.legislation.gov.uk/id/ukia/2014/250,2014,250,http://www.legislation.gov.uk/id/uksi/2014/2013
http://www.legislation.gov.uk/id/ukia/2019/121,2019,121,http://www.legislation.gov.uk/id/nisr/2019/81
http://www.legislation.gov.uk/id/ukia/2009/65,2009,65,
http://www.legislation.gov.uk/id/ukia/2025/57,2025,57,http://www.legislation.gov.uk/id/ukdsi/2025/9780348270587
http://www.legislation.gov.uk/id/ukia/2010/311,2010,311,
http://www.legislation.gov.uk/id/ukia/2025/31,2025,31,http://www.legislation.gov.uk/id/uksi/2025/158
http://www.legislation.gov.uk/id/ukia/2012/192,2012,192,
http://www.legislation.gov.uk/id/ukia/2008/59,2008,59,http://www.legislation.gov.uk/id/uksi/2008/1556
http://www.legislation.gov.uk/id/ukia/2013/124,2013,124,http://www.legislation.gov.uk/id/uksi/2013/2013
http://www.legislation.gov.uk/id/ukia/2008/274,2008,274,
http://www.legislation.gov.uk/id/ukia/2008/33,2008,33,
http://www.legislation.gov.uk/id/ukia/2015/282,2015,282,http://www.legislation.gov.uk/id/uksi/2015/1724
http://www.legislation.gov.uk/id/ukia/2024/25,2024,25,http://www.legislation.gov.uk/id/uksi/2015/386
http://www.legislation.gov.uk/id/ukia/2011/620,2011,620,http://www.legislation.gov.uk/id/uksi/2011/1055
http://www.legislation.gov.uk/id/ukia/2009/206,2009,206,
http://www.legislation.gov.uk/id/ukia/2013/1111,2013,1111,http://www.legislation.gov.uk/id/uksi/2013/351
http://www.legislation.gov.uk/id/ukia/2017/99,2017,99,http://www.legislation.gov.uk/id/ukdsi/2017/9780111154854
http://www.legislation.gov.uk/id/ukia/2011/343,2011,343,http://www.legislation.gov.uk/id/ukdsi/2012/9780111519882
http://www.legislation.gov.uk/id/ukia/2016/214,2016,214,http://www.legislation.gov.uk/id/ukdsi/2016/9780111151150
http://www.legislation.gov.uk/id/ukia/2017/73,2017,73,http://www.legislation.gov.uk/id/ukdsi/2017/9780111156346
http://www.legislation.gov.uk/id/ukia/2007/27,2007,27,
http://www.legislation.gov.uk/id/ukia/2023/19,2023,19,http://www.legislation.gov.uk/id/uksi/2023/96
http://www.legislation.gov.uk/id/ukia/2014/156,2014,156,http://www.legislation.gov.uk/id/uksi/2014/1372
http://www.legislation.gov.uk/id/ukia/2010/217,2010,217,
http://www.legislation.gov.uk/id/ukia/2016/67,2016,67,http://www.legislation.gov.uk/id/uksi/2016/336
http://www.legislation.gov.uk/id/ukia/2012/375,2012,375,http://www.legislation.gov.uk/id/uksi/2012/2168
http://www.legislation.gov.uk/id/ukia/2016/41,2016,41,http://www.legislation.gov.uk/id/nisr/2016/63
http://www.legislation.gov.uk/id/ukia/2015/188,2015,188,http://www.legislation.gov.uk/id/uksi/2015/879
http://www.legislation.gov.uk/id/ukia/2011/526,2011,526,http://www.legislation.gov.uk/id/uksi/2011/553
http://www.legislation.gov.uk/id/ukia/2008/102,2008,102,
http://www.legislation.gov.uk/id/ukia/2011/249,2011,249,
http://www.legislation.gov.uk/id/ukia/2015/110,2015,110,http://www.legislation.gov.uk/id/ukdsi/2015/9780111130681
http://www.legislation.gov.uk/id/ukia/2025/81,2025,81,http://www.legislation.gov.uk/id/uksi/2015/2023
http://www.legislation.gov.uk/id/ukia/2015/35,2015,35,http://www.legislation.gov.uk/id/ukdsi/2015/9780111127629
http://www.legislation.gov.uk/id/ukia/2023/128,2023,128,http://www.legislation.gov.uk/id/nisr/2023/164
http://www.legislation.gov.uk/id/ukia/2014/339,2014,339,http://www.legislation.gov.uk/id/ukdsi/2014/9780111123706
http://www.legislation.gov.uk/id/ukia/2008/83,2008,83,
http://www.legislation.gov.uk/id/ukia/2024/75,2024,75,http://www.legislation.gov.uk/id/uksi/2024/476
http://www.legislation.gov.uk/id/ukia/2014/29,2014,29,http://www.legislation.gov.uk/id/ukdsi/2014/9780111109267
http://www.legislation.gov.uk/id/ukia/2009/134,2009,134,
http://www.legislation.gov.uk/id/ukia/2011/271,2011,271,
http://www.legislation.gov.uk/id/ukia/2016/142,2016,142,http://www.legislation.gov.uk/id/nisr/2016/241
http://www.legislation.gov.uk/id/ukia/2023/150,2023,150,http://www.legislation.gov.uk/id/ukdsi/2023/9780348253269
http://www.legislation.gov.uk/id/ukia/2012/203,2012,203,
http://www.legislation.gov.uk/id/ukia/2013/1118,2013,1118,http://www.legislation.gov.uk/id/uksi/2013/413
http://www.legislation.gov.uk/id/ukia/2023/69,2023,69,http://www.legislation.gov.uk/id/ukpga/2020/12
http://www.legislation.gov.uk/id/ukia/2014/361,2014,361,http://www.legislation.gov.uk/id/uksi/2014/3096
http://www.legislation.gov.uk/id/ukia/2010/2,2010,2,
http://www.legislation.gov.uk/id/ukia/2023/43,2023,43,http://www.legislation.gov.uk/id/uksi/2023/390
http://www.legislation.gov.uk/id/ukia/2010/422,2010,422,http://www.legislation.gov.uk/id/uksi/2011/588
http://www.legislation.gov.uk/id/ukia/2012/2025,2012,2025,http://www.legislation.gov.uk/id/uksi/2012/1865
http://www.legislation.gov.uk/id/ukia/2010/145,2010,145,
http://www.legislation.gov.uk/id/ukia/2011/7,2011,7,
http://www.legislation.gov.uk/id/ukia/2017/174,2017,174,http://www.legislation.gov.uk/id/uksi/2017/1272
http://www.legislation.gov.uk/id/ukia/2016/91,2016,91,http://www.legislation.gov.uk/id/ukdsi/2016/9780111145661
http://www.legislation.gov.uk/id/ukia/2024/182,2024,182,http://www.legislation.gov.uk/id/ukdsi/2024/9780348266955
http://www.legislation.gov.uk/id/ukia/2022/37,2022,37,http://www.legislation.gov.uk/id/uksi/2022/467
http://www.legislation.gov.uk/id/ukia/2013/235,2013,235,http://www.legislation.gov.uk/id/uksi/2013/3239
http://www.legislation.gov.uk/id/ukia/2018/106,2018,106,http://www.legislation.gov.uk/id/uksi/2018/812
http://www.legislation.gov.uk/id/ukia/2025/114,2025,114,http://www.legislation.gov.uk/id/ukdsi/2025/9780348272628
http://www.legislation.gov.uk/id/ukia/2009/317,2009,317,
http://www.legislation.gov.uk/id/ukia/2022/11,2022,11,http://www.legislation.gov.uk/id/uksi/2022/30
http://www.legislation.gov.uk/id/ukia/2011/454,2011,454,http://www.legislation.gov.uk/id/uksi/2012/292
http://www.legislation.gov.uk/id/ukia/2015/85,2015,85,http://www.legislation.gov.uk/id/ukdsi/2015/9780111129371
http://www.legislation.gov.uk/id/ukia/2011/177,2011,177,
http://www.legislation.gov.uk/id/ukia/2012/109,2012,109,
http://www.legislation.gov.uk/id/ukia/2014/267,2014,267,http://www.legislation.gov.uk/id/ukpga/2014/27
http://www.legislation.gov.uk/id/ukia/2019/138,2019,138,http://www.legislation.gov.uk/id/uksi/2019/1107
http://www.legislation.gov.uk/id/ukia/2014/79,2014,79,http://www.legislation.gov.uk/id/uksi/2014/602
http://www.legislation.gov.uk/id/ukia/2013/1080,2013,1080,http://www.legislation.gov.uk/id/uksi/2013/1119
http://www.legislation.gov.uk/id/ukia/2010/328,2010,328,http://www.legislation.gov.uk/id/ukdsi/2011/9780111517789
http://www.legislation.gov.uk/id/ukia/2014/53,2014,53,http://www.legislation.gov.uk/id/uksi/2014/431
http://www.legislation.gov.uk/id/ukia/2020/2,2020,2,http://www.legislation.gov.uk/id/nisr/2020/3
http://www.legislation.gov.uk/id/ukia/2012/131,2012,131,
http://www.legislation.gov.uk/id/ukia/2021/7,2021,7,
http://www.legislation.gov.uk/id/ukia/2023/93,2023,93,http://www.legislation.gov.uk/id/uksi/2023/906
http://www.legislation.gov.uk/id/ukia/2013/47,2013,47,http://www.legislation.gov.uk/id/uksi/2013/1569
http://www.legislation.gov.uk/id/ukia/2015/299,2015,299,http://www.legislation.gov.uk/id/uksi/2015/1875
http://www.legislation.gov.uk/id/ukia/2011/637,2011,637,http://www.legislation.gov.uk/id/uksi/2011/245
http://www.legislation.gov.uk/id/ukia/2019/160,2019,160,http://www.legislation.gov.uk/id/uksi/2019/1362
http://www.legislation.gov.uk/id/ukia/2008/213,2008,213,
http://www.legislation.gov.uk/id/ukia/2010/350,2010,350,http://www.legislation.gov.uk/id/uksi/2011/2304
http://www.legislation.gov.uk/id/ukia/2015/221,2015,221,http://www.legislation.gov.uk/id/uksi/2015/966
http://www.legislation.gov.uk/id/ukia/2013/21,2013,21,
http://www.legislation.gov.uk/id/ukia/2022/87,2022,87,http://www.legislation.gov.uk/id/uksi/2022/1122
http://www.legislation.gov.uk/id/ukia/2013/163,2013,163,http://www.legislation.gov.uk/id/uksi/2013/2620
http://www.legislation.gov.uk/id/ukia/2022/61,2022,61,http://www.legislation.gov.uk/id/uksi/2022/792
http://www.legislation.gov.uk/id/ukia/2012/15,2012,15,
http://www.legislation.gov.uk/id/ukia/2009/245,2009,245,
http://www.legislation.gov.uk/id/ukia/2011/382,2011,382,http://www.legislation.gov.uk/id/uksi/2011/1885
http://www.legislation.gov.uk/id/ukia/2016/253,2016,253,http://www.legislation.gov.uk/id/uksi/2017/1112
http://www.legislation.gov.uk/id/ukia/2012/314,2012,314,http://www.legislation.gov.uk/id/ukdsi/2012/9780111526545
http://www.legislation.gov.uk/id/ukia/2021/55,2021,55,http://www.legislation.gov.uk/id/nisr/2021/198
http://www.legislation.gov.uk/id/ukia/2014/195,2014,195,http://www.legislation.gov.uk/id/uksi/2014/1639
http://www.legislation.gov.uk/id/ukia/2008/119,2008,119,
http://www.legislation.gov.uk/id/ukia/2010/256,2010,256,
http://www.legislation.gov.uk/id/ukia/2015/127,2015,127,http://www.legislation.gov.uk/id/uksi/2015/482
http://www.legislation.gov.uk/id/ukia/2020/49,2020,49,http://www.legislation.gov.uk/id/ukdsi/2020/9780348210132
http://www.legislation.gov.uk/id/ukia/2013/1087,2013,1087,http://www.legislation.gov.uk/id/uksi/2013/1388
http://www.legislation.gov.uk/id/ukia/2020/23,2020,23,http://www.legislation.gov.uk/id/uksi/2020/239
http://www.legislation.gov.uk/id/ukia/2013/97,2013,97,http://www.legislation.gov.uk/id/uksi/2013/1881
http://www.legislation.gov.uk/id/ukia/2011/565,2011,565,
http://www.legislation.gov.uk/id/ukia/2008/141,2008,141,
http://www.legislation.gov.uk/id/ukia/2013/71,2013,71,http://www.legislation.gov.uk/id/uksi/2013/1677
http://www.legislation.gov.uk/id/ukia/2011/288,2011,288,
http://www.legislation.gov.uk/id/ukia/2023/167,2023,167,http://www.legislation.gov.uk/id/uksi/2023/1307
http://www.legislation.gov.uk/id/ukia/2011/210,2011,210,
http://www.legislation.gov.uk/id/ukia/2014/378,2014,378,http://www.legislation.gov.uk/id/uksi/2014/3270
http://www.legislation.gov.uk/id/ukia/2012/65,2012,65,http://www.legislation.gov.uk/id/uksi/2012/809
http://www.legislation.gov.uk/id/ukia/2010/439,2010,439,
http://www.legislation.gov.uk/id/ukia/2014/300,2014,300,http://www.legislation.gov.uk/id/ukdsi/2014/9780111121580
http://www.legislation.gov.uk/id/ukia/2013/1051,2013,1051,http://www.legislation.gov.uk/id/ukpga/2013/24
http://www.legislation.gov.uk/id/ukia/2009/173,2009,173,http://www.legislation.gov.uk/id/uksi/2009/1899
http://www.legislation.gov.uk/id/ukia/2016/181,2016,181,http://www.legislation.gov.uk/id/uksi/2016/802
http://www.legislation.gov.uk/id/ukia/2011/59,2011,59,
http://www.legislation.gov.uk/id/ukia/2024/199,2024,199,http://www.legislation.gov.uk/id/uksi/2015/1640
http://www.legislation.gov.uk/id/ukia/2012/242,2012,242,
http://www.legislation.gov.uk/id/ukia/2017/113,2017,113,http://www.legislation.gov.uk/id/uksi/2017/694
http://www.legislation.gov.uk/id/ukia/2024/121,2024,121,http://www.legislation.gov.uk/id/uksi/2024/832
http://www.legislation.gov.uk/id/ukia/2011/33,2011,33,
http://www.legislation.gov.uk/id/ukia/2008/324,2008,324,http://www.legislation.gov.uk/id/ukpga/2009/25
http://www.legislation.gov.uk/id/ukia/2020/99,2020,99,http://www.legislation.gov.uk/id/nisr/2020/306
http://www.legislation.gov.uk/id/ukia/2010/461,2010,461,http://www.legislation.gov.uk/id/uksi/2010/2228
http://www.legislation.gov.uk/id/ukia/2015/332,2015,332,http://www.legislation.gov.uk/id/ukdsi/2016/9780111143964
http://www.legislation.gov.uk/id/ukia/2010/184,2010,184,
http://www.legislation.gov.uk/id/ukia/2011/116,2011,116,
http://www.legislation.gov.uk/id/ukia/2010/27,2010,27,http://www.legislation.gov.uk/id/uksi/2010/844
http://www.legislation.gov.uk/id/ukia/2019/26,2019,26,http://www.legislation.gov.uk/id/uksi/2019/42
http://www.legislation.gov.uk/id/ukia/2013/274,2013,274,http://www.legislation.gov.uk/id/uksi/2013/526
http://www.legislation.gov.uk/id/ukia/2018/145,2018,145,http://www.legislation.gov.uk/id/uksi/2018/1183
http://www.legislation.gov.uk/id/ukia/2025/153,2025,153,http://www.legislation.gov.uk/id/uksi/2025/802
http://www.legislation.gov.uk/id/ukia/2014/206,2014,206,http://www.legislation.gov.uk/id/ukdsi/2014/9780111117613
http://www.legislation.gov.uk/id/ukia/2009/356,2009,356,
http://www.legislation.gov.uk/id/ukia/2011/493,2011,493,http://www.legislation.gov.uk/id/ukdsi/2011/9780111507735
http://www.legislation.gov.uk/id/ukia/2012/425,2012,425,http://www.legislation.gov.uk/id/uksi/2012/3013
http://www.legislation.gov.uk/id/ukia/2012/148,2012,148,
http://www.legislation.gov.uk/id/ukia/2010/367,2010,367,http://www.legislation.gov.uk/id/ukdsi/2010/9780111502525
http://www.legislation.gov.uk/id/ukia/2015/238,2015,238,http://www.legislation.gov.uk/id/uksi/2015/595
http://www.legislation.gov.uk/id/ukia/2013/1058,2013,1058,http://www.legislation.gov.uk/id/ukpga/2013/24
http://www.legislation.gov.uk/id/ukia/2012/170,2012,170,
http://www.legislation.gov.uk/id/ukia/2011/83,2011,83,
http://www.legislation.gov.uk/id/ukia/2013/102,2013,102,http://www.legislation.gov.uk/id/uksi/2013/1896
http://www.legislation.gov.uk/id/ukia/2020/110,2020,110,http://www.legislation.gov.uk/id/ukdsi/2021/9780348221046
http://www.legislation.gov.uk/id/ukia/2008/252,2008,252,
http://www.legislation.gov.uk/id/ukia/2011/399,2011,399,http://www.legislation.gov.uk/id/uksi/2011/2333
http://www.legislation.gov.uk/id/ukia/2015/260,2015,260,http://www.legislation.gov.uk/id/uksi/2015/1571
http://www.legislation.gov.uk/id/ukia/2011/321,2011,321,
http://www.legislation.gov.uk/id/ukia/2010/77,2010,77,
http://www.legislation.gov.uk/id/ukia/2019/76,2019,76,http://www.legislation.gov.uk/id/uksi/2019/495
http://www.legislation.gov.uk/id/ukia/2015/3,2015,3,http://www.legislation.gov.uk/id/ukdsi/2015/9780111124772
http://www.legislation.gov.uk/id/ukia/2010/51,2010,51,http://www.legislation.gov.uk/id/uksi/2010/1179
http://www.legislation.gov.uk/id/ukia/2014/411,2014,411,http://www.legislation.gov.uk/id/ukdsi/2015/9780111126868
http://www.legislation.gov.uk/id/ukia/2019/50,2019,50,http://www.legislation.gov.uk/id/uksi/2019/266
http://www.legislation.gov.uk/id/ukia/2014/134,2014,134,http://www.legislation.gov.uk/id/uksi/2014/928
http://www.legislation.gov.uk/id/ukia/2016/8,2016,8,http://www.legislation.gov.uk/id/ukdsi/2016/9780111142721
http://www.legislation.gov.uk/id/ukia/2009/284,2009,284,
http://www.legislation.gov.uk/id/ukia/2013/1022,2013,1022,http://www.legislation.gov.uk/id/ukdsi/2013/9780111533826
http://www.legislation.gov.uk/id/ukia/2012/353,2012,353,http://www.legislation.gov.uk/id/uksi/2012/1842
http://www.legislation.gov.uk/id/ukia/2008/158,2008,158,http://www.legislation.gov.uk/id/ukdsi/2010/9780111492260
http://www.legislation.gov.uk/id/ukia/2010/295,2010,295,
http://www.legislation.gov.uk/id/ukia/2015/166,2015,166,http://www.legislation.gov.uk/id/uksi/2015/760
http://www.legislation.gov.uk/id/ukia/2011/504,2011,504,http://www.legislation.gov.uk/id/ukdsi/2011/9780111511633
http://www.legislation.gov.uk/id/ukia/2017/38,2017,38,http://www.legislation.gov.uk/id/uksi/2017/106
http://www.legislation.gov.uk/id/ukia/2011/227,2011,227,
http://www.legislation.gov.uk/id/ukia/2023/106,2023,106,http://www.legislation.gov.uk/id/nisr/2023/130
http://www.legislation.gov.uk/id/ukia/2017/12,2017,12,http://www.legislation.gov.uk/id/ukdsi/2017/9780111152829
http://www.legislation.gov.uk/id/ukia/2014/317,2014,317,http://www.legislation.gov.uk/id/uksi/2014/2882
http://www.legislation.gov.uk/id/ukia/2025/3,2025,3,http://www.legislation.gov.uk/id/ukdsi/2025/9780348267174
http://www.legislation.gov.uk/id/ukia/2008/180,2008,180,
http://www.legislation.gov.uk/id/ukia/2016/198,2016,198,http://www.legislation.gov.uk/id/nisr/2016/364
http://www.legislation.gov.uk/id/ukia/2009/112,2009,112,
http://www.legislation.gov.uk/id/ukia/2012/259,2012,259,
http://www.legislation.gov.uk/id/ukia/2016/120,2016,120,http://www.legislation.gov.uk/id/ukdsi/2016/9780111146767
http://www.legislation.gov.uk/id/ukia/2024/138,2024,138,http://www.legislation.gov.uk/id/uksi/2007/79
http://www.legislation.gov.uk/id/ukia/2009/54,2009,54,
http://www.legislation.gov.uk/id/ukia/2025/46,2025,46,http://www.legislation.gov.uk/id/uksi/2018/117
http://www.legislation.gov.uk/id/ukia/2010/478,2010,478,http://www.legislation.gov.uk/id/uksi/2010/2797
http://www.legislation.gov.uk/id/ukia/2010/400,2010,400,http://www.legislation.gov.uk/id/uksi/2011/758
http://www.legislation.gov.uk/id/ukia/2025/20,2025,20,http://www.legislation.gov.uk/id/uksi/2025/93
http://www.legislation.gov.uk/id/ukia/2010/123,2010,123,
http://www.legislation.gov.uk/id/ukia/2018/94,2018,94,http://www.legislation.gov.uk/id/ukdsi/2018/9780111170175
http://www.legislation.gov.uk/id/ukia/2008/48,2008,48,
http://www.legislation.gov.uk/id/ukia/2012/281,2012,281,
http://www.legislation.gov.uk/id/ukia/2017/152,2017,152,http://www.legislation.gov.uk/id/uksi/2017/1051
http://www.legislation.gov.uk/id/ukia/2013/213,2013,213,http://www.legislation.gov.uk/id/uksi/2013/3080
http://www.legislation.gov.uk/id/ukia/2008/22,2008,22,
http://www.legislation.gov.uk/id/ukia/2024/14,2024,14,http://www.legislation.gov.uk/id/uksi/2012/2992
http://www.legislation.gov.uk/id/ukia/2013/1029,2013,1029,http://www.legislation.gov.uk/id/ukdsi/2013/9780111535134
http://www.legislation.gov.uk/id/ukia/2017/88,2017,88,http://www.legislation.gov.uk/id/uksi/2017/488
http://www.legislation.gov.uk/id/ukia/2011/432,2011,432,http://www.legislation.gov.uk/id/uksi/2011/2873
http://www.legislation.gov.uk/id/ukia/2011/155,2011,155,
http://www.legislation.gov.uk/id/ukia/2017/62,2017,62,http://www.legislation.gov.uk/id/uksi/2017/328
http://www.legislation.gov.uk/id/ukia/2007/16,2007,16,
http://www.legislation.gov.uk/id/ukia/2018/184,2018,184,http://www.legislation.gov.uk/id/uksi/2018/1389
http://www.legislation.gov.uk/id/ukia/2025/192,2025,192,http://www.legislation.gov.uk/id/uksi/2014/1643
http://www.legislation.gov.uk/id/ukia/2014/245,2014,245,http://www.legislation.gov.uk/id/uksi/2014/2007
http://www.legislation.gov.uk/id/ukia/2019/116,2019,116,http://www.legislation.gov.uk/id/uksi/2019/777
http://www.legislation.gov.uk/id/ukia/2016/56,2016,56,http://www.legislation.gov.uk/id/uksi/2016/253
http://www.legislation.gov.uk/id/ukia/2010/306,2010,306,
http://www.legislation.gov.uk/id/ukia/2016/30,2016,30,http://www.legislation.gov.uk/id/ukdsi/2016/9780111143360
http://www.legislation.gov.uk/id/ukia/2012/187,2012,187,
http://www.legislation.gov.uk/id/ukia/2025/96,2025,96,http://www.legislation.gov.uk/id/uksi/2013/486
http://www.legislation.gov.uk/id/ukia/2013/119,2013,119,
http://www.legislation.gov.uk/id/ukia/2008/269,2008,269,
http://www.legislation.gov.uk/id/ukia/2015/277,2015,277,http://www.legislation.gov.uk/id/uksi/2015/1675
http://www.legislation.gov.uk/id/ukia/2011/615,2011,615,
http://www.legislation.gov.uk/id/ukia/2015/24,2015,24,http://www.legislation.gov.uk/id/ukdsi/2015/9780111127186
http://www.legislation.gov.uk/id/ukia/2011/338,2011,338,http://www.legislation.gov.uk/id/ukdsi/2012/9780111517772
http://www.legislation.gov.uk/id/ukia/2016/209,2016,209,http://www.legislation.gov.uk/id/ukdsi/2016/9780111150849
http://www.legislation.gov.uk/id/ukia/2008/98,2008,98,
http://www.legislation.gov.uk/id/ukia/2013/1151,2013,1151,http://www.legislation.gov.uk/id/uksi/2013/625
http://www.legislation.gov.uk/id/ukia/2008/72,2008,72,
http://www.legislation.gov.uk/id/ukia/2014/428,2014,428,http://www.legislation.gov.uk/id/uksi/2014/3001
http://www.legislation.gov.uk/id/ukia/2024/64,2024,64,http://www.legislation.gov.uk/id/uksi/2024/419
http://www.legislation.gov.uk/id/ukia/2014/18,2014,18,http://www.legislation.gov.uk/id/ukdsi/2014/9780111108864
http://www.legislation.gov.uk/id/ukia/2013/141,2013,141,http://www.legislation.gov.uk/id/uksi/2013/2314
http://www.legislation.gov.uk/id/ukia/2008/291,2008,291,
http://www.legislation.gov.uk/id/ukia/2009/223,2009,223,
http://www.legislation.gov.uk/id/ukia/2011/360,2011,360,http://www.legislation.gov.uk/id/uksi/2011/1610
http://www.legislation.gov.uk/id/ukia/2016/231,2016,231,http://www.legislation.gov.uk/id/uksi/2016/1126
http://www.legislation.gov.uk/id/ukia/2023/58,2023,58,http://www.legislation.gov.uk/id/uksi/2023/479
http://www.legislation.gov.uk/id/ukia/2023/32,2023,32,http://www.legislation.gov.uk/id/uksi/2023/246
http://www.legislation.gov.uk/id/ukia/2014/173,2014,173,
http://www.legislation.gov.uk/id/ukia/2010/234,2010,234,
http://www.legislation.gov.uk/id/ukia/2015/105,2015,105,http://www.legislation.gov.uk/id/uksi/2015/363
http://www.legislation.gov.uk/id/ukia/2016/80,2016,80,http://www.legislation.gov.uk/id/nisr/2016/174
http://www.legislation.gov.uk/id/ukia/2022/113,2022,113,http://www.legislation.gov.uk/id/uksi/2025/201
http://www.legislation.gov.uk/id/ukia/2022/26,2022,26,http://www.legislation.gov.uk/id/uksi/2022/252
http://www.legislation.gov.uk/id/ukia/2012/392,2012,392,http://www.legislation.gov.uk/id/uksi/2012/2488
http://www.legislation.gov.uk/id/ukia/2015/74,2015,74,http://www.legislation.gov.uk/id/ukdsi/2015/9780111127735
http://www.legislation.gov.uk/id/ukia/2008/197,2008,197,
http://www.legislation.gov.uk/id/ukia/2011/543,2011,543,
http://www.legislation.gov.uk/id/ukia/2009/129,2009,129,
http://www.legislation.gov.uk/id/ukia/2011/266,2011,266,
http://www.legislation.gov.uk/id/ukia/2016/137,2016,137,http://www.legislation.gov.uk/id/ukdsi/2016/9780111147221
http://www.legislation.gov.uk/id/ukia/2023/145,2023,145,http://www.legislation.gov.uk/id/uksi/2023/1147
http://www.legislation.gov.uk/id/ukia/2014/68,2014,68,http://www.legislation.gov.uk/id/uksi/2014/540
http://www.legislation.gov.uk/id/ukia/2014/356,2014,356,http://www.legislation.gov.uk/id/uksi/2014/9780111124444
http://www.legislation.gov.uk/id/ukia/2013/1158,2013,1158,http://www.legislation.gov.uk/id/uksi/2013/655
http://www.legislation.gov.uk/id/ukia/2010/417,2010,417,http://www.legislation.gov.uk/id/uksi/2010/3034
http://www.legislation.gov.uk/id/ukia/2014/42,2014,42,http://www.legislation.gov.uk/id/uksi/2014/308
http://www.legislation.gov.uk/id/ukia/2009/151,2009,151,http://www.legislation.gov.uk/id/uksi/2009/1914
http://www.legislation.gov.uk/id/ukia/2012/298,2012,298,
http://www.legislation.gov.uk/id/ukia/2017/169,2017,169,http://www.legislation.gov.uk/id/uksi/2017/1232
http://www.legislation.gov.uk/id/ukia/2024/177,2024,177,http://www.legislation.gov.uk/id/nisr/2024/204
http://www.legislation.gov.uk/id/ukia/2023/82,2023,82,http://www.legislation.gov.uk/id/uksi/2023/780
http://www.legislation.gov.uk/id/ukia/2012/220,2012,220,
http://www.legislation.gov.uk/id/ukia/2013/36,2013,36,http://www.legislation.gov.uk/id/ukdsi/2013/9780111100271
http://www.legislation.gov.uk/id/ukia/2025/109,2025,109,http://www.legislation.gov.uk/id/uksi/2018/1108
http://www.legislation.gov.uk/id/ukia/2010/7,2010,7,http://www.legislation.gov.uk/id/uksi/2010/121
http://www.legislation.gov.uk/id/ukia/2008/302,2008,302,
http://www.legislation.gov.uk/id/ukia/2011/449,2011,449,http://www.legislation.gov.uk/id/uksi/2011/3066
http://www.legislation.gov.uk/id/ukia/2015/310,2015,310,http://www.legislation.gov.uk/id/uksi/2015/1977
http://www.legislation.gov.uk/id/ukia/2022/76,2022,76,http://www.legislation.gov.uk/id/nisr/2022/248
http://www.legislation.gov.uk/id/ukia/2010/162,2010,162,http://www.legislation.gov.uk/id/uksi/2010/1102
http://www.legislation.gov.uk/id/ukia/2022/50,2022,50,http://www.legislation.gov.uk/id/uksi/2022/603
http://www.legislation.gov.uk/id/ukia/2013/1122,2013,1122,http://www.legislation.gov.uk/id/uksi/2013/429
http://www.legislation.gov.uk/id/ukia/2013/252,2013,252,http://www.legislation.gov.uk/id/uksi/2013/1782
http://www.legislation.gov.uk/id/ukia/2018/123,2018,123,
http://www.legislation.gov.uk/id/ukia/2025/131,2025,131,http://www.legislation.gov.uk/id/uksi/2020/501
http://www.legislation.gov.uk/id/ukia/2009/334,2009,334,
http://www.legislation.gov.uk/id/ukia/2011/471,2011,471,http://www.legislation.gov.uk/id/uksi/2012/632
http://www.legislation.gov.uk/id/ukia/2021/44,2021,44,http://www.legislation.gov.uk/id/ukdsi/2021/9780348224788
http://www.legislation.gov.uk/id/ukia/2011/194,2011,194,
http://www.legislation.gov.uk/id/ukia/2012/403,2012,403,http://www.legislation.gov.uk/id/uksi/2012/2652
http://www.legislation.gov.uk/id/ukia/2012/126,2012,126,
http://www.legislation.gov.uk/id/ukia/2014/92,2014,92,http://www.legislation.gov.uk/id/uksi/2014/714
http://www.legislation.gov.uk/id/ukia/2014/284,2014,284,http://www.legislation.gov.uk/id/uksi/2014/2436
http://www.legislation.gov.uk/id/ukia/2019/155,2019,155,http://www.legislation.gov.uk/id/ukdsi/2019/9780111190524
http://www.legislation.gov.uk/id/ukia/2008/208,2008,208,
http://www.legislation.gov.uk/id/ukia/2020/38,2020,38,http://www.legislation.gov.uk/id/uksi/2020/400
http://www.legislation.gov.uk/id/ukia/2010/345,2010,345,http://www.legislation.gov.uk/id/uksi/2011/427
http://www.legislation.gov.uk/id/ukia/2015/216,2015,216,http://www.legislation.gov.uk/id/uksi/2015/962
http://www.legislation.gov.uk/id/ukia/2020/7,2020,7,http://www.legislation.gov.uk/id/ukdsi/2020/9780111192351
http://www.legislation.gov.uk/id/ukia/2020/12,2020,12,http://www.legislation.gov.uk/id/ukdsi/2020/9780111193143
http://www.legislation.gov.uk/id/ukia/2013/86,2013,86,http://www.legislation.gov.uk/id/ukdsi/2013/9780111101919
