en_uri,filename,en_type,en_title,en_date,legislation_uri,legislation_class,legislation_year,legislation_number,legislation_title
http://www.legislation.gov.uk/asp/2000/5/pdfs/aspen_20000005_en.pdf,aspen_20000005_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2000/5,ScottishAct,2000,5,Abolition of Feudal Tenure etc. (Scotland) Act
http://www.legislation.gov.uk/ukpga/2015/36/pdfs/ukpgaen_20150036_en.pdf,ukpgaen_20150036_en,UK Act Explanatory Note,Explanatory Note,2022-01-13,http://www.legislation.gov.uk/id/ukpga/2015/36,UnitedKingdomPublicGeneralAct,2015,36,European Union Referendum Act 2015
http://www.legislation.gov.uk/asp/2018/8/pdfs/aspen_20180008_en.pdf,aspen_20180008_en,Scottish Act Explanatory Note,Explanatory Note,2018-10-17,http://www.legislation.gov.uk/id/asp/2018/8,ScottishAct,2018,8,Forestry and Land Management (Scotland) Act 2018
http://www.legislation.gov.uk/ukpga/2010/10/pdfs/ukpgaen_20100010_en.pdf,ukpgaen_20100010_en,UK Act Explanatory Note,Explanatory Note,2010-04-06,http://www.legislation.gov.uk/id/ukpga/2010/10,UnitedKingdomPublicGeneralAct,2010,10,Third Parties (Rights against Insurers) Act 2010
http://www.legislation.gov.uk/nia/2016/22/pdfs/niaen_20160022_en.pdf,niaen_20160022_en,NI Act Explanatory Note,Explanatory Note,2016-05-24,http://www.legislation.gov.uk/id/nia/2016/22,NorthernIrelandAct,2016,22,Houses in Multiple Occupation Act (Northern Ireland) 2016
http://www.legislation.gov.uk/asp/2005/6/pdfs/aspen_20050006_en.pdf,aspen_20050006_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2005/6,ScottishAct,2005,6,Further and Higher Education (Scotland) Act 2005
http://www.legislation.gov.uk/ukpga/2012/21/pdfs/ukpgaen_20120021_en.pdf,ukpgaen_20120021_en,UK Act Explanatory Note,Explanatory Note,2013-01-17,http://www.legislation.gov.uk/id/ukpga/2012/21,UnitedKingdomPublicGeneralAct,2012,21,Financial Services Act 2012
http://www.legislation.gov.uk/asp/2003/17/pdfs/aspen_20030017_en.pdf,aspen_20030017_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2003/17,ScottishAct,2003,17,Commissioner for Children and Young People (Scotland) Act 2003
http://www.legislation.gov.uk/ukpga/2003/43/pdfs/ukpgaen_20030043_en.pdf,ukpgaen_20030043_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2003/43,UnitedKingdomPublicGeneralAct,2003,43,Health and Social Care (Community Health and Standards) Act 2003
http://www.legislation.gov.uk/ukpga/2003/17/pdfs/ukpgaen_20030017_en.pdf,ukpgaen_20030017_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2003/17,UnitedKingdomPublicGeneralAct,2003,17,Licensing Act 2003
http://www.legislation.gov.uk/nia/2010/10/pdfs/niaen_20100010_en.pdf,niaen_20100010_en,NI Act Explanatory Note,Explanatory Note,2010-08-05,http://www.legislation.gov.uk/id/nia/2010/10,NorthernIrelandAct,2010,10,Forestry Act (Northern Ireland) 2010
http://www.legislation.gov.uk/ukpga/2018/28/pdfs/ukpgaen_20180028_en.pdf,ukpgaen_20180028_en,UK Act Explanatory Note,Explanatory Note,2018-11-09,http://www.legislation.gov.uk/id/ukpga/2018/28,UnitedKingdomPublicGeneralAct,2018,28,Northern Ireland (Executive Formation and Exercise of Functions) Act 2018
http://www.legislation.gov.uk/nia/2025/6/pdfs/niaen_20250006_en.pdf,niaen_20250006_en,NI Act Explanatory Note,Explanatory Note,2025-09-29,http://www.legislation.gov.uk/id/nia/2025/6,NorthernIrelandAct,2025,6,Agriculture Act (Northern Ireland) 2025
http://www.legislation.gov.uk/nia/2012/4/pdfs/niaen_20120004_en.pdf,niaen_20120004_en,NI Act Explanatory Note,Explanatory Note,2012-07-27,http://www.legislation.gov.uk/id/nia/2012/4,NorthernIrelandAct,2012,4,Budget (No. 2) Act (Northern Ireland) 2012
http://www.legislation.gov.uk/ukpga/2025/4/pdfs/ukpgaen_20250004_en.pdf,ukpgaen_20250004_en,UK Act Explanatory Note,Explanatory Note,2025-04-01,http://www.legislation.gov.uk/id/ukpga/2025/4,UnitedKingdomPublicGeneralAct,2025,4,Arbitration Act 2025
http://www.legislation.gov.uk/asp/2024/11/pdfs/aspen_20240011_en.pdf,aspen_20240011_en,Scottish Act Explanatory Note,Explanatory Note,2024-10-10,http://www.legislation.gov.uk/id/asp/2024/11,ScottishAct,2024,11,Agriculture and Rural Communities (Scotland) Act 2024
http://www.legislation.gov.uk/ukpga/2004/24/pdfs/ukpgaen_20040024_en.pdf,ukpgaen_20040024_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2004/24,UnitedKingdomPublicGeneralAct,2004,24,Employment Relations Act 2004
http://www.legislation.gov.uk/ukpga/2017/24/pdfs/ukpgaen_20170024_en.pdf,ukpgaen_20170024_en,UK Act Explanatory Note,Explanatory Note,2017-05-03,http://www.legislation.gov.uk/id/ukpga/2017/24,UnitedKingdomPublicGeneralAct,2017,24,Northern Ireland (Minsiterial Appointments and Regional Rates) Act 2017
http://www.legislation.gov.uk/asp/2014/19/pdfs/aspen_20140019_en.pdf,aspen_20140019_en,Scottish Act Explanatory Note,Explanatory Note,2014-12-23,http://www.legislation.gov.uk/id/asp/2014/19,ScottishAct,2014,19,Historic Environment Scotland Act 2014
http://www.legislation.gov.uk/nia/2009/4/pdfs/niaen_20090004_en.pdf,niaen_20090004_en,NI Act Explanatory Note,Explanatory Note,2009-03-09,http://www.legislation.gov.uk/id/nia/2009/4,NorthernIrelandAct,2009,4,Building Regulations (Amendment) Act (Northern Ireland) 2009
http://www.legislation.gov.uk/ukpga/2006/35/pdfs/ukpgaen_20060035_en.pdf,ukpgaen_20060035_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/35,UnitedKingdomPublicGeneralAct,2006,35,Fraud Act 2006
http://www.legislation.gov.uk/asp/2024/2/pdfs/aspen_20240002_en.pdf,aspen_20240002_en,Scottish Act Explanatory Note,Explanatory Note,2024-06-14,http://www.legislation.gov.uk/id/asp/2024/2,ScottishAct,2024,2,Trusts and Succession (Scotland) Act 2024
http://www.legislation.gov.uk/nia/2011/22/pdfs/niaen_20110022_en.pdf,niaen_20110022_en,NI Act Explanatory Note,Explanatory Note,2011-05-12,http://www.legislation.gov.uk/id/nia/2011/22,NorthernIrelandAct,2011,22,Housing (Amendment) Act (Northern Ireland) 2011
http://www.legislation.gov.uk/ukpga/2003/20/pdfs/ukpgaen_20030020_en.pdf,ukpgaen_20030020_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2003/20,UnitedKingdomPublicGeneralAct,2003,20,Railways and Transport Safety Act 2003
http://www.legislation.gov.uk/ukpga/2016/20/pdfs/ukpgaen_20160020_en.pdf,ukpgaen_20160020_en,UK Act Explanatory Note,Explanatory Note,2016-05-17,http://www.legislation.gov.uk/id/ukpga/2016/20,UnitedKingdomPublicGeneralAct,2016,20,Energy Act 2016
http://www.legislation.gov.uk/asp/2016/1/pdfs/aspen_20160001_en.pdf,aspen_20160001_en,Scottish Act Explanatory Note,Explanatory Note,2016-05-27,http://www.legislation.gov.uk/id/asp/2016/1,ScottishAct,2016,1,Criminal Justice (Scotland) Act 2016
http://www.legislation.gov.uk/ukpga/2018/31/pdfs/ukpgaen_20180031_en.pdf,ukpgaen_20180031_en,UK Act Explanatory Note,Explanatory Note,2019-01-16,http://www.legislation.gov.uk/id/ukpga/2018/31,UnitedKingdomPublicGeneralAct,2018,31,Health and Social Care (National Data Guardian) Act 2018
http://www.legislation.gov.uk/nia/2001/17/pdfs/niaen_20010017_en.pdf,niaen_20010017_en,NI Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/nia/2001/17,NorthernIrelandAct,2001,17,Social Security Fraud Act (Northern-Ireland) 2001
http://www.legislation.gov.uk/ukpga/2007/16/pdfs/ukpgaen_20070016_en.pdf,ukpgaen_20070016_en,UK Act Explanatory Note,Explanatory Note,2008-01-31,http://www.legislation.gov.uk/id/ukpga/2007/16,UnitedKingdomPublicGeneralAct,2007,16,Parliament (Joint Departments) Act 2007
http://www.legislation.gov.uk/asc/2023/4/pdfs/ascen_20230004_en.pdf,ascen_20230004_en,Scottish Church Act Explanatory Note,Explanatory Note,2025-03-07,http://www.legislation.gov.uk/id/asc/2023/4,WelshParliamentAct,2023,4,Agriculture (Wales) Act 2023
http://www.legislation.gov.uk/asc/2023/4/pdfs/ascen_20230004_mi.pdf,ascen_20230004_mi,Scottish Church Act Explanatory Note,Explanatory Note - Mixed Language,2023-09-05,http://www.legislation.gov.uk/id/asc/2023/4,WelshParliamentAct,2023,4,Agriculture (Wales) Act 2023
http://www.legislation.gov.uk/asc/2023/4/pdfs/ascen_20230004_we.pdf,ascen_20230004_we,Scottish Church Act Explanatory Note,Explanatory Note,2023-09-05,http://www.legislation.gov.uk/id/asc/2023/4,WelshParliamentAct,2023,4,Agriculture (Wales) Act 2023
http://www.legislation.gov.uk/ukpga/2015/9/pdfs/ukpgaen_20150009_en.pdf,ukpgaen_20150009_en,UK Act Explanatory Note,Explanatory Notes,2015-03-11,http://www.legislation.gov.uk/id/ukpga/2015/9,UnitedKingdomPublicGeneralAct,2015,9,Serious Crime Act 2015
http://www.legislation.gov.uk/asp/2025/10/pdfs/aspen_20250010_en.pdf,aspen_20250010_en,Scottish Act Explanatory Note,Explanatory Note,2025-09-24,http://www.legislation.gov.uk/id/asp/2025/10,ScottishAct,2025,10,Scottish Languages Act 2025
http://www.legislation.gov.uk/asp/2010/6/pdfs/aspen_20100006_en.pdf,aspen_20100006_en,Scottish Act Explanatory Note,Explanatory Note,2010-05-10,http://www.legislation.gov.uk/id/asp/2010/6,ScottishAct,2010,6,Home Owner and Debtor Protection (Scotland) Act 2010
http://www.legislation.gov.uk/ukpga/2021/28/pdfs/ukpgaen_20210028_en.pdf,ukpgaen_20210028_en,UK Act Explanatory Note,Explanatory Note,2022-01-20,http://www.legislation.gov.uk/id/ukpga/2021/28,UnitedKingdomPublicGeneralAct,2021,28,Health and Social Care Levy Act 2021
http://www.legislation.gov.uk/asp/2015/7/pdfs/aspen_20150007_en.pdf,aspen_20150007_en,Scottish Act Explanatory Note,Explanatory Note,2016-05-24,http://www.legislation.gov.uk/id/asp/2015/7,ScottishAct,2015,7,Scottish Elections (Reduction of Voting Age) Act 2015
http://www.legislation.gov.uk/asp/2002/5/pdfs/aspen_20020005_en.pdf,aspen_20020005_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2002/5,ScottishAct,2002,5,Community Care and Health (Scotland) Act 2002
http://www.legislation.gov.uk/ukpga/2006/12/pdfs/ukpgaen_20060012_en.pdf,ukpgaen_20060012_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/12,UnitedKingdomPublicGeneralAct,2006,12,London Olympic Games and Paralympic Games Act 2006
http://www.legislation.gov.uk/nia/2022/24/pdfs/niaen_20220024_en.pdf,niaen_20220024_en,NI Act Explanatory Note,Explanatory Note,2022-12-23,http://www.legislation.gov.uk/id/nia/2022/24,NorthernIrelandAct,2022,24,Hospital Parking Charges Act (Northern Ireland) 2022
http://www.legislation.gov.uk/ukpga/2023/39/pdfs/ukpgaen_20230039_en.pdf,ukpgaen_20230039_en,UK Act Explanatory Note,Explanatory Note,2023-07-28,http://www.legislation.gov.uk/id/ukpga/2023/39,UnitedKingdomPublicGeneralAct,2023,39,Strikes (Minimum Service Levels) Act 2023
http://www.legislation.gov.uk/ukpga/2019/12/pdfs/ukpgaen_20190012_en.pdf,ukpgaen_20190012_en,UK Act Explanatory Note,,2019-06-12,http://www.legislation.gov.uk/id/ukpga/2019/12,UnitedKingdomPublicGeneralAct,2019,12,"Civil Partnerships, Marriages and Deaths (Registration etc) Act 2019"
http://www.legislation.gov.uk/asp/2005/15/pdfs/aspen_20050015_en.pdf,aspen_20050015_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2005/15,ScottishAct,2005,15,Environmental Assessment (Scotland) Act 2005
http://www.legislation.gov.uk/asp/2007/6/pdfs/aspen_20070006_en.pdf,aspen_20070006_en,Scottish Act Explanatory Note,Explanatory Note,2008-02-06,http://www.legislation.gov.uk/id/asp/2007/6,ScottishAct,2007,6,Criminal Proceedings etc. (Reform) (Scotland) Act 2007
http://www.legislation.gov.uk/ukpga/2008/23/pdfs/ukpgaen_20080023_en.pdf,ukpgaen_20080023_en,UK Act Explanatory Note,Explanatory Note,2008-11-17,http://www.legislation.gov.uk/id/ukpga/2008/23,UnitedKingdomPublicGeneralAct,2008,23,Children and Young Persons Act 2008
http://www.legislation.gov.uk/nia/2022/11/pdfs/niaen_20220011_en.pdf,niaen_20220011_en,NI Act Explanatory Note,Explanatory Note,2022-04-05,http://www.legislation.gov.uk/id/nia/2022/11,NorthernIrelandAct,2022,11,Charities Act (Northern Ireland) 2022
http://www.legislation.gov.uk/anaw/2020/2/pdfs/anawen_20200002_mi.pdf,anawen_20200002_mi,Welsh Act Explanatory Note,,2020-03-03,http://www.legislation.gov.uk/id/anaw/2020/2,WelshNationalAssemblyAct,2020,2,National Health Service (Indemnities) (Wales) Act 2020
http://www.legislation.gov.uk/anaw/2020/2/pdfs/anawen_20200002_en.pdf,anawen_20200002_en,Welsh Act Explanatory Note,,2020-03-03,http://www.legislation.gov.uk/id/anaw/2020/2,WelshNationalAssemblyAct,2020,2,National Health Service (Indemnities) (Wales) Act 2020
http://www.legislation.gov.uk/anaw/2020/2/pdfs/anawen_20200002_we.pdf,anawen_20200002_we,Welsh Act Explanatory Note,,2020-03-03,http://www.legislation.gov.uk/id/anaw/2020/2,WelshNationalAssemblyAct,2020,2,National Health Service (Indemnities) (Wales) Act 2020
http://www.legislation.gov.uk/ukpga/2022/9/pdfs/ukpgaen_20220009_en.pdf,ukpgaen_20220009_en,UK Act Explanatory Note,Explanatory Note,2022-04-26,http://www.legislation.gov.uk/id/ukpga/2022/9,UnitedKingdomPublicGeneralAct,2022,9,National Insurance Contributions Act 2022
http://www.legislation.gov.uk/anaw/2019/1/pdfs/anawen_20190001_en.pdf,anawen_20190001_en,Welsh Act Explanatory Note,Explanatory Note,2019-02-06,http://www.legislation.gov.uk/id/anaw/2019/1,WelshNationalAssemblyAct,2019,1,Childcare Funding (Wales) Act 2019
http://www.legislation.gov.uk/anaw/2019/1/pdfs/anawen_20190001_we.pdf,anawen_20190001_we,Welsh Act Explanatory Note,Explanatory Note,2019-02-06,http://www.legislation.gov.uk/id/anaw/2019/1,WelshNationalAssemblyAct,2019,1,Childcare Funding (Wales) Act 2019
http://www.legislation.gov.uk/anaw/2019/1/pdfs/anawen_20190001_mi.pdf,anawen_20190001_mi,Welsh Act Explanatory Note,Explanatory Note,2019-02-06,http://www.legislation.gov.uk/id/anaw/2019/1,WelshNationalAssemblyAct,2019,1,Childcare Funding (Wales) Act 2019
http://www.legislation.gov.uk/ukpga/2020/24/pdfs/ukpgaen_20200024_en.pdf,ukpgaen_20200024_en,UK Act Explanatory Note,Explanatory Note,2021-02-02,http://www.legislation.gov.uk/id/ukpga/2020/24,UnitedKingdomPublicGeneralAct,2020,24,Private International Law (Implementation of Agreements) Act 2020
http://www.legislation.gov.uk/anaw/2014/4/pdfs/anawen_20140004_mi.pdf,anawen_20140004_mi,Welsh Act Explanatory Note,Explanatory Note,2014-09-23,http://www.legislation.gov.uk/id/anaw/2014/4,WelshNationalAssemblyAct,2014,4,Social Services and Well-being (Wales) Act 2014
http://www.legislation.gov.uk/anaw/2014/4/pdfs/anawen_20140004_we.pdf,anawen_20140004_we,Welsh Act Explanatory Note,Explanatory Note,2014-09-23,http://www.legislation.gov.uk/id/anaw/2014/4,WelshNationalAssemblyAct,2014,4,Social Services and Well-being (Wales) Act 2014
http://www.legislation.gov.uk/anaw/2014/4/pdfs/anawen_20140004_en.pdf,anawen_20140004_en,Welsh Act Explanatory Note,Explanatory Note,2014-09-23,http://www.legislation.gov.uk/id/anaw/2014/4,WelshNationalAssemblyAct,2014,4,Social Services and Well-being (Wales) Act 2014
http://www.legislation.gov.uk/ukpga/2022/35/pdfs/ukpgaen_20220035_en.pdf,ukpgaen_20220035_en,UK Act Explanatory Note,Explanatory Note,2022-06-16,http://www.legislation.gov.uk/id/ukpga/2022/35,UnitedKingdomPublicGeneralAct,2022,35,Judicial Review and Courts Act 2022
http://www.legislation.gov.uk/nia/2022/5/pdfs/niaen_20220005_en.pdf,niaen_20220005_en,NI Act Explanatory Note,Explanatory Note,2022-06-07,http://www.legislation.gov.uk/id/nia/2022/5,NorthernIrelandAct,2022,5,Parental Bereavement (Leave and Pay) Act (Northern Ireland) 2022
http://www.legislation.gov.uk/ukpga/2021/31/pdfs/ukpgaen_20210031_en.pdf,ukpgaen_20210031_en,UK Act Explanatory Note,Explanatory Note,2021-12-07,http://www.legislation.gov.uk/id/ukpga/2021/31,UnitedKingdomPublicGeneralAct,2021,31,Telecommunications (Security) Act 2021
http://www.legislation.gov.uk/ukpga/2018/2/pdfs/ukpgaen_20180002_en.pdf,ukpgaen_20180002_en,UK Act Explanatory Note,Explanatory Note,2018-02-16,http://www.legislation.gov.uk/id/ukpga/2018/2,UnitedKingdomPublicGeneralAct,2018,2,Armed Forces (Flexible Working) Act 2018
http://www.legislation.gov.uk/nia/2014/4/pdfs/niaen_20140004_en.pdf,niaen_20140004_en,NI Act Explanatory Note,Explanatory Note,2014-04-04,http://www.legislation.gov.uk/id/nia/2014/4,NorthernIrelandAct,2014,4,Tobacco Retailers Act (Northern Ireland) 2014
http://www.legislation.gov.uk/asp/2016/17/pdfs/aspen_20160017_en.pdf,aspen_20160017_en,Scottish Act Explanatory Note,Explanatory Note,2016-05-26,http://www.legislation.gov.uk/id/asp/2016/17,ScottishAct,2016,17,Scottish Fiscal Commission Act 2016
http://www.legislation.gov.uk/ukpga/2010/16/pdfs/ukpgaen_20100016_en.pdf,ukpgaen_20100016_en,UK Act Explanatory Note,Explanatory Note,2010-05-07,http://www.legislation.gov.uk/id/ukpga/2010/16,UnitedKingdomPublicGeneralAct,2010,16,Northern Ireland Assembly Members Act 2010
http://www.legislation.gov.uk/ukpga/2015/8/pdfs/ukpgaen_20150008_en.pdf,ukpgaen_20150008_en,UK Act Explanatory Note,Explanatory Notes,2015-03-09,http://www.legislation.gov.uk/id/ukpga/2015/8,UnitedKingdomPublicGeneralAct,2015,8,Pension Schemes Act 2015
http://www.legislation.gov.uk/ukpga/2023/16/pdfs/ukpgaen_20230016_en.pdf,ukpgaen_20230016_en,UK Act Explanatory Note,Explanatory Note,2023-05-23,http://www.legislation.gov.uk/id/ukpga/2023/16,UnitedKingdomPublicGeneralAct,2023,16,Higher Education (Freedom of Speech) Act 2023
http://www.legislation.gov.uk/asp/2006/14/pdfs/aspen_20060014_en.pdf,aspen_20060014_en,Scottish Act Explanatory Note,Explanatory Note,2008-02-05,http://www.legislation.gov.uk/id/asp/2006/14,ScottishAct,2006,14,Local Electoral Administration and Registration Services (Scotland) Act 2006
http://www.legislation.gov.uk/asp/2020/10/pdfs/aspen_20200010_en.pdf,aspen_20200010_en,Scottish Act Explanatory Note,Explanatory Note,2020-06-16,http://www.legislation.gov.uk/id/asp/2020/10,ScottishAct,2020,10,Coronavirus (Scotland) (No.2) Act 2020
http://www.legislation.gov.uk/asp/2021/1/pdfs/aspen_20210001_en.pdf,aspen_20210001_en,Scottish Act Explanatory Note,Explanatory Note,2021-01-19,http://www.legislation.gov.uk/id/asp/2021/1,ScottishAct,2021,1,Period Products (Free Provision) (Scotland) Act 2021
http://www.legislation.gov.uk/ukpga/2025/2/pdfs/ukpgaen_20250002_en.pdf,ukpgaen_20250002_en,UK Act Explanatory Note,Explanatory Note,2025-02-04,http://www.legislation.gov.uk/id/ukpga/2025/2,UnitedKingdomPublicGeneralAct,2025,2,Commonwealth Parliamentary Association and International Committee of the Red Cross (Status) Act 2025
http://www.legislation.gov.uk/asp/2010/18/pdfs/aspen_20100018_en.pdf,aspen_20100018_en,Scottish Act Explanatory Note,Explanatory Note,2010-12-21,http://www.legislation.gov.uk/id/asp/2010/18,ScottishAct,2010,18,Alcohol etc. (Scotland) Act 2010
http://www.legislation.gov.uk/ukpga/2022/12/pdfs/ukpgaen_20220012_en.pdf,ukpgaen_20220012_en,UK Act Explanatory Note,Explanatory Note,2022-03-30,http://www.legislation.gov.uk/id/ukpga/2022/12,UnitedKingdomPublicGeneralAct,2022,12,Commercial Rent (Coronavirus) Act 2022
http://www.legislation.gov.uk/ukpga/2011/23/pdfs/ukpgaen_20110023_en.pdf,ukpgaen_20110023_en,UK Act Explanatory Note,Explanatory Note,2011-12-15,http://www.legislation.gov.uk/id/ukpga/2011/23,UnitedKingdomPublicGeneralAct,2011,23,Terrorism Prevention and Investigation Measures Act 2011
http://www.legislation.gov.uk/anaw/2018/5/pdfs/anawen_20180005_en.pdf,anawen_20180005_en,Welsh Act Explanatory Note,Explanatory Note,2018-08-28,http://www.legislation.gov.uk/id/anaw/2018/5,WelshNationalAssemblyAct,2018,5,Public Health (Minimum Price for Alcohol) (Wales) Act 2018
http://www.legislation.gov.uk/anaw/2018/5/pdfs/anawen_20180005_mi.pdf,anawen_20180005_mi,Welsh Act Explanatory Note,Explanatory Note,2018-08-28,http://www.legislation.gov.uk/id/anaw/2018/5,WelshNationalAssemblyAct,2018,5,Public Health (Minimum Price for Alcohol) (Wales) Act 2018
http://www.legislation.gov.uk/anaw/2018/5/pdfs/anawen_20180005_we.pdf,anawen_20180005_we,Welsh Act Explanatory Note,Explanatory Note,2018-08-28,http://www.legislation.gov.uk/id/anaw/2018/5,WelshNationalAssemblyAct,2018,5,Public Health (Minimum Price for Alcohol) (Wales) Act 2018
http://www.legislation.gov.uk/asp/2018/1/pdfs/aspen_20180001_en.pdf,aspen_20180001_en,Scottish Act Explanatory Note,Explanatory Note,2018-01-29,http://www.legislation.gov.uk/id/asp/2018/1,ScottishAct,2018,1,Edinburgh Bakers’ Widows’ Fund Act 2018
http://www.legislation.gov.uk/ukpga/2008/7/pdfs/ukpgaen_20080007_en.pdf,ukpgaen_20080007_en,UK Act Explanatory Note,Explanatory Note,2008-08-06,http://www.legislation.gov.uk/id/ukpga/2008/7,UnitedKingdomPublicGeneralAct,2008,7,European Union (Amendment) Act 2008
http://www.legislation.gov.uk/asp/2020/7/pdfs/aspen_20200007_en.pdf,aspen_20200007_en,Scottish Act Explanatory Note,Explanatory Note,2020-04-22,http://www.legislation.gov.uk/id/asp/2020/7,ScottishAct,2020,7,Coronavirus (Scotland) Act 2020
http://www.legislation.gov.uk/asc/2025/4/pdfs/ascen_20250004_mi.pdf,ascen_20250004_mi,Scottish Church Act Explanatory Note,Explanatory Note,2025-09-18,http://www.legislation.gov.uk/id/asc/2025/4,WelshParliamentAct,2025,4,Disused Mine and Quarry Tips (Wales) Act
http://www.legislation.gov.uk/asc/2025/4/pdfs/ascen_20250004_we.pdf,ascen_20250004_we,Scottish Church Act Explanatory Note,Explanatory Note,2025-09-18,http://www.legislation.gov.uk/id/asc/2025/4,WelshParliamentAct,2025,4,Disused Mine and Quarry Tips (Wales) Act
http://www.legislation.gov.uk/asc/2025/4/pdfs/ascen_20250004_en.pdf,ascen_20250004_en,Scottish Church Act Explanatory Note,Explanatory Note,2025-09-18,http://www.legislation.gov.uk/id/asc/2025/4,WelshParliamentAct,2025,4,Disused Mine and Quarry Tips (Wales) Act
http://www.legislation.gov.uk/ukpga/2015/19/pdfs/ukpgaen_20150019_en.pdf,ukpgaen_20150019_en,UK Act Explanatory Note,Explanatory Note,2015-04-13,http://www.legislation.gov.uk/id/ukpga/2015/19,UnitedKingdomPublicGeneralAct,2015,19,Armed Forces (Service Complaints and Financial Assistance) Act 2015
http://www.legislation.gov.uk/asp/2025/8/pdfs/aspen_20250008_en.pdf,aspen_20250008_en,Scottish Act Explanatory Note,Explanatory Note,2025-09-03,http://www.legislation.gov.uk/id/asp/2025/8,ScottishAct,2025,8,Regulation of Legal Services (Scotland) Act 2025
http://www.legislation.gov.uk/asp/2007/13/pdfs/aspen_20070013_en.pdf,aspen_20070013_en,Scottish Act Explanatory Note,Explanatory Note,2008-02-06,http://www.legislation.gov.uk/id/asp/2007/13,ScottishAct,2007,13,Christmas Day and New Year’s Day Trading (Scotland) Act 2007
http://www.legislation.gov.uk/asp/2012/6/pdfs/aspen_20120006_en.pdf,aspen_20120006_en,Scottish Act Explanatory Note,Explanatory Note,2012-08-15,http://www.legislation.gov.uk/id/asp/2012/6,ScottishAct,2012,6,Agricultural Holdings (Amendment) (Scotland) Act 2012
http://www.legislation.gov.uk/ukpga/2001/3/pdfs/ukpgaen_20010003_en.pdf,ukpgaen_20010003_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2001/3,UnitedKingdomPublicGeneralAct,2001,3,Vehicles (Crime) Act 2001
http://www.legislation.gov.uk/ukpga/2018/1/pdfs/ukpgaen_20180001_en.pdf,ukpgaen_20180001_en,UK Act Explanatory Note,Explanatory Note,2018-02-16,http://www.legislation.gov.uk/id/ukpga/2018/1,UnitedKingdomPublicGeneralAct,2018,1,Telecommunications Infrastructure (Relief from Non-Domestic Rates) Act 2018
http://www.legislation.gov.uk/asp/2017/7/pdfs/aspen_20170007_en.pdf,aspen_20170007_en,Scottish Act Explanatory Note,Explanatory Note,2018-01-09,http://www.legislation.gov.uk/id/asp/2017/7,ScottishAct,2017,7,Seat Belts on School Transport (Scotland) Act 2017
http://www.legislation.gov.uk/asp/2004/5/pdfs/aspen_20040005_en.pdf,aspen_20040005_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2004/5,ScottishAct,2004,5,Criminal Procedure (Amendment) (Scotland) Act 2004
http://www.legislation.gov.uk/ukpga/2014/15/pdfs/ukpgaen_20140015_en.pdf,ukpgaen_20140015_en,UK Act Explanatory Note,Explanatory Note,2014-08-28,http://www.legislation.gov.uk/id/ukpga/2014/15,UnitedKingdomPublicGeneralAct,2014,15,Deep Sea Mining Act 2014
http://www.legislation.gov.uk/ukpga/2015/7/pdfs/ukpgaen_20150007_en.pdf,ukpgaen_20150007_en,UK Act Explanatory Note,Explanatory Note,2015-02-25,http://www.legislation.gov.uk/id/ukpga/2015/7,UnitedKingdomPublicGeneralAct,2015,7,Infrastructure Act 2015
http://www.legislation.gov.uk/ukpga/2003/26/pdfs/ukpgaen_20030026_en.pdf,ukpgaen_20030026_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2003/26,UnitedKingdomPublicGeneralAct,2003,26,Local Government Act 2003
http://www.legislation.gov.uk/asp/2009/6/pdfs/aspen_20090006_en.pdf,aspen_20090006_en,Scottish Act Explanatory Note,Explanatory Note,2009-07-06,http://www.legislation.gov.uk/id/asp/2009/6,ScottishAct,2009,6,Flood Risk Management (Scotland) Act 2009
http://www.legislation.gov.uk/asp/2001/14/pdfs/aspen_20010014_en.pdf,aspen_20010014_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2001/14,ScottishAct,2001,14,Protection from Abuse (Scotland) Act 2001
